Transaction-ID,Date,Location,Product_Category,Sales_Channel,Units_Sold,Unit_Price_USD,Discount_Applied_Pct,Total_Revenue_USD
TRX-10699,2025-04-17 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,3,1280.31,0,3840.93
TRX-14402,2025-04-17 02:42:49.553295,Busan,Laptops,Authorized Reseller,3,391.59,0,1174.77
TRX-13259,2025-04-17 02:42:49.553295,Seoul,Tablets,Online,5,256.78,5,1219.7
TRX-13266,2025-04-17 02:42:49.553295,Seoul,Laptops,Retail Store,6,1199.37,0,7196.22
TRX-14089,2025-04-17 02:42:49.553295,Incheon,Laptops,Online,9,1628.45,0,14656.05
TRX-11810,2025-04-17 02:42:49.553295,Daejeon,Smartphones,Online,3,1865.99,0,5597.97
TRX-10090,2025-04-17 02:42:49.553295,Seoul,Laptops,Retail Store,4,126.63,0,506.52
TRX-13046,2025-04-17 02:42:49.553295,Daegu,Tablets,Authorized Reseller,2,952.05,0,1904.1
TRX-11342,2025-04-17 02:42:49.553295,Busan,Tablets,Authorized Reseller,7,1876.81,0,13137.67
TRX-13740,2025-04-17 02:42:49.553295,Busan,Laptops,Retail Store,9,1835.96,0,16523.64
TRX-13148,2025-04-17 02:42:49.553295,Daegu,Tablets,Retail Store,7,1098.37,20,6150.87
TRX-14057,2025-04-17 02:42:49.553295,Daegu,Accessories,Retail Store,4,1685.2,0,6740.8
TRX-11848,2025-04-17 02:42:49.553295,Seoul,Accessories,Online,2,1645.15,15,2796.76
TRX-10108,2025-04-17 02:42:49.553295,Busan,Tablets,Authorized Reseller,2,505.31,5,960.09
TRX-14335,2025-04-17 02:42:49.553295,Seoul,Tablets,Retail Store,3,1095.68,15,2793.98
TRX-13366,2025-04-17 02:42:49.553295,Seoul,Wearables,Online,9,1331.08,0,11979.72
TRX-11951,2025-04-17 02:42:49.553295,Daejeon,Tablets,Retail Store,8,1500.33,0,12002.64
TRX-13446,2025-04-18 02:42:49.553295,Seoul,Tablets,Retail Store,6,409.75,15,2089.72
TRX-12252,2025-04-18 02:42:49.553295,Seoul,Laptops,Authorized Reseller,8,583.0,10,4197.6
TRX-10588,2025-04-18 02:42:49.553295,Incheon,Tablets,Retail Store,7,1943.78,0,13606.46
TRX-10136,2025-04-18 02:42:49.553295,Seoul,Laptops,Authorized Reseller,3,648.44,0,1945.32
TRX-12512,2025-04-18 02:42:49.553295,Seoul,Wearables,Online,9,263.41,0,2370.69
TRX-12976,2025-04-18 02:42:49.553295,Seoul,Tablets,Authorized Reseller,1,573.73,0,573.73
TRX-11413,2025-04-18 02:42:49.553295,Incheon,Tablets,Retail Store,3,1623.8,0,4871.4
TRX-12371,2025-04-18 02:42:49.553295,Busan,Accessories,Authorized Reseller,4,545.95,0,2183.8
TRX-11076,2025-04-18 02:42:49.553295,Seoul,Smartphones,Retail Store,1,550.54,5,523.01
TRX-10932,2025-04-18 02:42:49.553295,Seoul,Accessories,Authorized Reseller,6,1346.02,5,7672.31
TRX-11340,2025-04-18 02:42:49.553295,Seoul,Accessories,Authorized Reseller,5,403.74,10,1816.83
TRX-12263,2025-04-18 02:42:49.553295,Daejeon,Accessories,Online,6,509.93,5,2906.6
TRX-12510,2025-04-18 02:42:49.553295,Incheon,Accessories,Authorized Reseller,5,274.67,0,1373.35
TRX-12954,2025-04-18 02:42:49.553295,Busan,Tablets,Authorized Reseller,2,1627.06,5,3091.41
TRX-11051,2025-04-18 02:42:49.553295,Daejeon,Laptops,Online,7,1730.45,10,10901.84
TRX-12140,2025-04-19 02:42:49.553295,Daejeon,Tablets,Authorized Reseller,8,1526.41,0,12211.28
TRX-12898,2025-04-19 02:42:49.553295,Daegu,Tablets,Authorized Reseller,8,1109.45,5,8431.82
TRX-13243,2025-04-19 02:42:49.553295,Busan,Smartphones,Online,9,449.2,15,3436.38
TRX-12547,2025-04-19 02:42:49.553295,Daejeon,Smartphones,Online,6,275.14,5,1568.3
TRX-10820,2025-04-19 02:42:49.553295,Busan,Smartphones,Online,5,321.08,0,1605.4
TRX-14401,2025-04-19 02:42:49.553295,Seoul,Accessories,Retail Store,7,1673.06,0,11711.42
TRX-12425,2025-04-19 02:42:49.553295,Daegu,Tablets,Authorized Reseller,5,930.95,0,4654.75
TRX-14244,2025-04-19 02:42:49.553295,Daegu,Tablets,Online,7,1252.51,15,7452.43
TRX-14910,2025-04-19 02:42:49.553295,Seoul,Smartphones,Online,9,1388.16,0,12493.44
TRX-13843,2025-04-19 02:42:49.553295,Busan,Wearables,Authorized Reseller,1,1190.32,0,1190.32
TRX-14222,2025-04-19 02:42:49.553295,Seoul,Accessories,Authorized Reseller,9,1320.93,0,11888.37
TRX-10515,2025-04-19 02:42:49.553295,Seoul,Accessories,Authorized Reseller,1,187.52,0,187.52
TRX-13788,2025-04-20 02:42:49.553295,Busan,Wearables,Online,9,125.99,0,1133.91
TRX-11426,2025-04-20 02:42:49.553295,Busan,Laptops,Authorized Reseller,2,1534.44,5,2915.44
TRX-10656,2025-04-20 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,2,1604.42,10,2887.96
TRX-12849,2025-04-20 02:42:49.553295,Seoul,Laptops,Retail Store,5,148.67,0,743.35
TRX-10516,2025-04-20 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,5,385.09,0,1925.45
TRX-12651,2025-04-20 02:42:49.553295,Daegu,Laptops,Authorized Reseller,6,1994.88,5,11370.82
TRX-12952,2025-04-20 02:42:49.553295,Daejeon,Smartphones,Retail Store,8,257.97,15,1754.2
TRX-11998,2025-04-20 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,5,759.82,15,3229.24
TRX-10166,2025-04-20 02:42:49.553295,Busan,Wearables,Authorized Reseller,3,763.78,0,2291.34
TRX-10070,2025-04-20 02:42:49.553295,Seoul,Smartphones,Retail Store,7,516.33,20,2891.45
TRX-14723,2025-04-20 02:42:49.553295,Daejeon,Accessories,Online,5,102.45,0,512.25
TRX-13993,2025-04-20 02:42:49.553295,Busan,Smartphones,Online,4,573.63,0,2294.52
TRX-10160,2025-04-21 02:42:49.553295,Seoul,Wearables,Authorized Reseller,1,944.37,0,944.37
TRX-13405,2025-04-21 02:42:49.553295,Seoul,Laptops,Online,3,756.74,20,1816.18
TRX-14556,2025-04-21 02:42:49.553295,Daegu,Smartphones,Retail Store,4,1696.85,5,6448.03
TRX-13274,2025-04-21 02:42:49.553295,Seoul,Accessories,Retail Store,7,1643.35,0,11503.45
TRX-14946,2025-04-21 02:42:49.553295,Seoul,Wearables,Online,2,645.47,10,1161.85
TRX-11642,2025-04-21 02:42:49.553295,Daegu,Wearables,Retail Store,3,1065.45,0,3196.35
TRX-14678,2025-04-21 02:42:49.553295,Seoul,Wearables,Online,3,1908.35,0,5725.05
TRX-11653,2025-04-21 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,9,1686.51,10,13660.73
TRX-13607,2025-04-21 02:42:49.553295,Seoul,Laptops,Authorized Reseller,2,76.06,0,152.12
TRX-13853,2025-04-21 02:42:49.553295,Daejeon,Smartphones,Retail Store,9,1037.1,0,9333.9
TRX-13273,2025-04-22 02:42:49.553295,Busan,Wearables,Online,4,675.53,0,2702.12
TRX-11774,2025-04-22 02:42:49.553295,Daegu,Laptops,Online,8,1313.87,0,10510.96
TRX-13101,2025-04-22 02:42:49.553295,Seoul,Accessories,Authorized Reseller,6,1052.38,0,6314.28
TRX-11365,2025-04-22 02:42:49.553295,Daejeon,Laptops,Online,3,910.0,0,2730.0
TRX-13920,2025-04-22 02:42:49.553295,Daegu,Smartphones,Online,5,669.44,0,3347.2
TRX-14093,2025-04-22 02:42:49.553295,Busan,Smartphones,Online,3,1155.15,0,3465.45
TRX-10853,2025-04-22 02:42:49.553295,Seoul,Wearables,Retail Store,7,658.67,10,4149.62
TRX-13792,2025-04-22 02:42:49.553295,Seoul,Tablets,Authorized Reseller,7,419.21,0,2934.47
TRX-14554,2025-04-22 02:42:49.553295,Seoul,Wearables,Retail Store,8,73.33,0,586.64
TRX-10333,2025-04-22 02:42:49.553295,Incheon,Tablets,Retail Store,6,883.05,5,5033.38
TRX-11671,2025-04-22 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,8,1334.26,0,10674.08
TRX-14380,2025-04-22 02:42:49.553295,Seoul,Smartphones,Online,9,441.13,0,3970.17
TRX-10707,2025-04-22 02:42:49.553295,Seoul,Wearables,Retail Store,9,555.16,0,4996.44
TRX-11812,2025-04-22 02:42:49.553295,Seoul,Laptops,Retail Store,9,1597.66,0,14378.94
TRX-13497,2025-04-22 02:42:49.553295,Seoul,Laptops,Retail Store,3,626.64,0,1879.92
TRX-10672,2025-04-23 02:42:49.553295,Busan,Smartphones,Authorized Reseller,3,88.98,20,213.55
TRX-11108,2025-04-23 02:42:49.553295,Daegu,Smartphones,Authorized Reseller,6,1877.28,10,10137.31
TRX-12972,2025-04-23 02:42:49.553295,Incheon,Tablets,Online,3,930.76,0,2792.28
TRX-10421,2025-04-23 02:42:49.553295,Daegu,Laptops,Authorized Reseller,9,1829.36,0,16464.24
TRX-10861,2025-04-23 02:42:49.553295,Daegu,Smartphones,Retail Store,4,522.44,0,2089.76
TRX-11451,2025-04-23 02:42:49.553295,Seoul,Wearables,Retail Store,8,557.99,0,4463.92
TRX-14149,2025-04-23 02:42:49.553295,Busan,Wearables,Retail Store,5,622.18,0,3110.9
TRX-14581,2025-04-23 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,3,1526.26,5,4349.84
TRX-12196,2025-04-23 02:42:49.553295,Daegu,Accessories,Retail Store,6,781.07,0,4686.42
TRX-14410,2025-04-23 02:42:49.553295,Seoul,Wearables,Online,5,1651.74,0,8258.7
TRX-13489,2025-04-23 02:42:49.553295,Incheon,Wearables,Retail Store,8,168.58,5,1281.21
TRX-13384,2025-04-23 02:42:49.553295,Busan,Tablets,Retail Store,6,1832.81,0,10996.86
TRX-13067,2025-04-23 02:42:49.553295,Busan,Wearables,Authorized Reseller,4,798.82,0,3195.28
TRX-13901,2025-04-23 02:42:49.553295,Daegu,Tablets,Online,3,998.68,0,2996.04
TRX-13187,2025-04-23 02:42:49.553295,Seoul,Accessories,Retail Store,1,1611.87,10,1450.68
TRX-10470,2025-04-23 02:42:49.553295,Seoul,Laptops,Authorized Reseller,2,314.32,15,534.34
TRX-14282,2025-04-23 02:42:49.553295,Seoul,Smartphones,Retail Store,1,1382.71,0,1382.71
TRX-11564,2025-04-23 02:42:49.553295,Busan,Laptops,Online,1,724.76,0,724.76
TRX-10990,2025-04-23 02:42:49.553295,Daegu,Tablets,Authorized Reseller,4,1996.79,0,7987.16
TRX-12778,2025-04-23 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,3,680.57,10,1837.54
TRX-12780,2025-04-23 02:42:49.553295,Seoul,Accessories,Retail Store,6,131.18,5,747.73
TRX-10115,2025-04-24 02:42:49.553295,Daejeon,Wearables,Retail Store,2,1668.94,5,3170.99
TRX-14602,2025-04-24 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,8,1710.67,5,13001.09
TRX-13951,2025-04-24 02:42:49.553295,Incheon,Laptops,Retail Store,7,296.22,0,2073.54
TRX-10869,2025-04-24 02:42:49.553295,Seoul,Laptops,Authorized Reseller,2,690.27,0,1380.54
TRX-12521,2025-04-24 02:42:49.553295,Busan,Accessories,Retail Store,6,284.42,20,1365.22
TRX-14172,2025-04-24 02:42:49.553295,Busan,Laptops,Retail Store,6,858.89,0,5153.34
TRX-13371,2025-04-24 02:42:49.553295,Seoul,Wearables,Retail Store,1,1085.18,0,1085.18
TRX-14862,2025-04-24 02:42:49.553295,Busan,Smartphones,Online,4,126.76,0,507.04
TRX-14658,2025-04-24 02:42:49.553295,Seoul,Accessories,Retail Store,8,568.3,15,3864.44
TRX-14710,2025-04-24 02:42:49.553295,Seoul,Tablets,Authorized Reseller,9,1747.99,5,14945.31
TRX-14363,2025-04-24 02:42:49.553295,Busan,Tablets,Authorized Reseller,6,1293.64,0,7761.84
TRX-14349,2025-04-24 02:42:49.553295,Daegu,Tablets,Online,5,1048.39,10,4717.76
TRX-10452,2025-04-24 02:42:49.553295,Seoul,Smartphones,Retail Store,3,1698.46,15,4331.07
TRX-13528,2025-04-24 02:42:49.553295,Incheon,Smartphones,Retail Store,4,681.96,5,2591.45
TRX-12807,2025-04-25 02:42:49.553295,Busan,Accessories,Online,4,1962.05,0,7848.2
TRX-13783,2025-04-25 02:42:49.553295,Incheon,Accessories,Retail Store,1,1151.39,10,1036.25
TRX-12278,2025-04-25 02:42:49.553295,Daegu,Smartphones,Retail Store,4,500.56,15,1701.9
TRX-13894,2025-04-25 02:42:49.553295,Incheon,Accessories,Online,9,425.41,15,3254.39
TRX-10029,2025-04-25 02:42:49.553295,Busan,Smartphones,Retail Store,5,1138.98,0,5694.9
TRX-12370,2025-04-25 02:42:49.553295,Seoul,Laptops,Retail Store,6,354.29,5,2019.45
TRX-12577,2025-04-25 02:42:49.553295,Seoul,Accessories,Retail Store,9,1890.6,0,17015.4
TRX-12230,2025-04-25 02:42:49.553295,Daegu,Smartphones,Retail Store,8,1012.25,0,8098.0
TRX-13239,2025-04-25 02:42:49.553295,Seoul,Accessories,Retail Store,5,685.04,0,3425.2
TRX-14208,2025-04-25 02:42:49.553295,Incheon,Accessories,Online,1,967.1,10,870.39
TRX-11201,2025-04-25 02:42:49.553295,Seoul,Wearables,Online,7,1569.07,0,10983.49
TRX-13345,2025-04-25 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,2,638.35,0,1276.7
TRX-12212,2025-04-25 02:42:49.553295,Incheon,Accessories,Online,8,255.15,0,2041.2
TRX-13677,2025-04-25 02:42:49.553295,Seoul,Accessories,Authorized Reseller,3,582.1,0,1746.3
TRX-14704,2025-04-25 02:42:49.553295,Busan,Wearables,Authorized Reseller,8,477.57,0,3820.56
TRX-10328,2025-04-25 02:42:49.553295,Seoul,Accessories,Retail Store,9,314.48,0,2830.32
TRX-11212,2025-04-25 02:42:49.553295,Seoul,Laptops,Retail Store,1,411.21,5,390.65
TRX-14673,2025-04-25 02:42:49.553295,Seoul,Wearables,Retail Store,2,50.88,0,101.76
TRX-12930,2025-04-25 02:42:49.553295,Daegu,Tablets,Authorized Reseller,9,1716.89,0,15452.01
TRX-13168,2025-04-26 02:42:49.553295,Seoul,Accessories,Authorized Reseller,6,1223.48,0,7340.88
TRX-10061,2025-04-26 02:42:49.553295,Busan,Laptops,Online,6,651.23,0,3907.38
TRX-12217,2025-04-26 02:42:49.553295,Incheon,Laptops,Authorized Reseller,9,889.98,0,8009.82
TRX-12648,2025-04-26 02:42:49.553295,Seoul,Wearables,Authorized Reseller,8,523.42,10,3768.62
TRX-12288,2025-04-26 02:42:49.553295,Incheon,Wearables,Authorized Reseller,3,1647.61,15,4201.41
TRX-12790,2025-04-26 02:42:49.553295,Seoul,Laptops,Retail Store,6,320.04,0,1920.24
TRX-14875,2025-04-26 02:42:49.553295,Seoul,Accessories,Online,9,1763.8,0,15874.2
TRX-13941,2025-04-26 02:42:49.553295,Busan,Tablets,Authorized Reseller,2,1980.17,0,3960.34
TRX-14983,2025-04-26 02:42:49.553295,Daejeon,Tablets,Online,2,1440.13,0,2880.26
TRX-11768,2025-04-26 02:42:49.553295,Incheon,Tablets,Retail Store,3,1200.27,5,3420.77
TRX-11916,2025-04-26 02:42:49.553295,Seoul,Smartphones,Online,7,1834.08,0,12838.56
TRX-14278,2025-04-26 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,7,429.93,0,3009.51
TRX-10840,2025-04-27 02:42:49.553295,Busan,Accessories,Online,3,458.32,0,1374.96
TRX-14872,2025-04-27 02:42:49.553295,Seoul,Tablets,Online,5,218.04,0,1090.2
TRX-10394,2025-04-27 02:42:49.553295,Incheon,Accessories,Online,3,686.54,0,2059.62
TRX-11262,2025-04-27 02:42:49.553295,Seoul,Laptops,Retail Store,4,416.59,5,1583.04
TRX-10313,2025-04-27 02:42:49.553295,Busan,Smartphones,Authorized Reseller,8,663.76,0,5310.08
TRX-10804,2025-04-27 02:42:49.553295,Seoul,Laptops,Authorized Reseller,3,1431.36,15,3649.97
TRX-12800,2025-04-27 02:42:49.553295,Seoul,Wearables,Retail Store,3,1848.32,15,4713.22
TRX-13321,2025-04-27 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,1047.89,0,8383.12
TRX-10036,2025-04-27 02:42:49.553295,Seoul,Tablets,Online,6,1456.35,10,7864.29
TRX-11151,2025-04-27 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,1304.13,0,10433.04
TRX-13449,2025-04-27 02:42:49.553295,Daegu,Laptops,Authorized Reseller,3,1027.74,0,3083.22
TRX-10756,2025-04-27 02:42:49.553295,Busan,Laptops,Online,5,705.13,0,3525.65
TRX-14182,2025-04-27 02:42:49.553295,Seoul,Wearables,Online,9,1212.85,0,10915.65
TRX-13411,2025-04-27 02:42:49.553295,Incheon,Tablets,Authorized Reseller,6,1585.97,5,9040.03
TRX-12154,2025-04-27 02:42:49.553295,Seoul,Smartphones,Retail Store,8,1694.81,0,13558.48
TRX-12560,2025-04-27 02:42:49.553295,Seoul,Tablets,Online,1,1432.89,0,1432.89
TRX-14517,2025-04-28 02:42:49.553295,Seoul,Wearables,Online,1,1821.05,0,1821.05
TRX-12502,2025-04-28 02:42:49.553295,Incheon,Wearables,Retail Store,8,997.82,20,6386.05
TRX-10575,2025-04-28 02:42:49.553295,Busan,Laptops,Online,6,189.24,0,1135.44
TRX-14986,2025-04-28 02:42:49.553295,Busan,Tablets,Retail Store,4,1070.63,0,4282.52
TRX-13896,2025-04-28 02:42:49.553295,Seoul,Wearables,Authorized Reseller,7,97.75,0,684.25
TRX-10142,2025-04-28 02:42:49.553295,Seoul,Accessories,Retail Store,8,1951.45,0,15611.6
TRX-13653,2025-04-28 02:42:49.553295,Seoul,Tablets,Online,7,309.01,0,2163.07
TRX-11544,2025-04-28 02:42:49.553295,Busan,Accessories,Online,7,1914.29,0,13400.03
TRX-12162,2025-04-28 02:42:49.553295,Busan,Accessories,Authorized Reseller,4,876.86,0,3507.44
TRX-10197,2025-04-28 02:42:49.553295,Daejeon,Accessories,Online,7,1065.49,0,7458.43
TRX-13787,2025-04-29 02:42:49.553295,Busan,Tablets,Retail Store,7,1908.51,0,13359.57
TRX-10054,2025-04-29 02:42:49.553295,Seoul,Laptops,Online,5,232.91,5,1106.32
TRX-14265,2025-04-29 02:42:49.553295,Seoul,Wearables,Authorized Reseller,3,333.5,0,1000.5
TRX-13790,2025-04-29 02:42:49.553295,Seoul,Accessories,Retail Store,4,227.37,10,818.53
TRX-10085,2025-04-29 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,3,953.23,0,2859.69
TRX-12074,2025-04-29 02:42:49.553295,Busan,Tablets,Authorized Reseller,5,493.7,15,2098.22
TRX-13658,2025-04-29 02:42:49.553295,Busan,Smartphones,Authorized Reseller,5,552.66,0,2763.3
TRX-10581,2025-04-29 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,9,824.28,5,7047.59
TRX-10215,2025-04-29 02:42:49.553295,Daegu,Wearables,Authorized Reseller,4,1553.29,5,5902.5
TRX-10748,2025-04-29 02:42:49.553295,Seoul,Accessories,Retail Store,1,998.23,0,998.23
TRX-13640,2025-04-29 02:42:49.553295,Seoul,Wearables,Authorized Reseller,3,1612.42,0,4837.26
TRX-13633,2025-04-29 02:42:49.553295,Busan,Wearables,Online,1,1432.7,0,1432.7
TRX-11302,2025-04-29 02:42:49.553295,Seoul,Laptops,Authorized Reseller,9,1094.79,0,9853.11
TRX-10412,2025-04-29 02:42:49.553295,Incheon,Laptops,Online,5,252.0,0,1260.0
TRX-10816,2025-04-29 02:42:49.553295,Incheon,Wearables,Online,7,1498.83,0,10491.81
TRX-14389,2025-04-30 02:42:49.553295,Seoul,Laptops,Online,3,1932.65,0,5797.95
TRX-11257,2025-04-30 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,8,1258.44,0,10067.52
TRX-13552,2025-04-30 02:42:49.553295,Incheon,Accessories,Online,3,1669.44,0,5008.32
TRX-14741,2025-04-30 02:42:49.553295,Incheon,Smartphones,Online,6,388.91,0,2333.46
TRX-10209,2025-04-30 02:42:49.553295,Seoul,Wearables,Retail Store,3,356.88,0,1070.64
TRX-10277,2025-04-30 02:42:49.553295,Busan,Accessories,Authorized Reseller,6,1582.78,0,9496.68
TRX-12694,2025-04-30 02:42:49.553295,Incheon,Tablets,Retail Store,9,739.66,15,5658.4
TRX-13785,2025-04-30 02:42:49.553295,Daejeon,Tablets,Online,2,515.61,0,1031.22
TRX-10355,2025-04-30 02:42:49.553295,Busan,Smartphones,Retail Store,4,576.88,0,2307.52
TRX-10409,2025-04-30 02:42:49.553295,Seoul,Wearables,Retail Store,3,87.87,0,263.61
TRX-13912,2025-04-30 02:42:49.553295,Busan,Wearables,Online,5,635.88,0,3179.4
TRX-14121,2025-04-30 02:42:49.553295,Incheon,Laptops,Retail Store,3,739.0,15,1884.45
TRX-13652,2025-04-30 02:42:49.553295,Busan,Accessories,Online,8,822.63,5,6251.99
TRX-10678,2025-04-30 02:42:49.553295,Busan,Accessories,Online,6,1745.97,10,9428.24
TRX-11563,2025-04-30 02:42:49.553295,Seoul,Accessories,Retail Store,8,813.42,10,5856.62
TRX-10064,2025-04-30 02:42:49.553295,Seoul,Smartphones,Online,1,680.45,0,680.45
TRX-10773,2025-04-30 02:42:49.553295,Busan,Laptops,Authorized Reseller,3,698.32,0,2094.96
TRX-11388,2025-05-01 02:42:49.553295,Busan,Smartphones,Authorized Reseller,1,1032.92,0,1032.92
TRX-10038,2025-05-01 02:42:49.553295,Daegu,Accessories,Retail Store,2,1591.44,0,3182.88
TRX-12971,2025-05-01 02:42:49.553295,Daegu,Laptops,Retail Store,9,188.89,0,1700.01
TRX-14885,2025-05-01 02:42:49.553295,Seoul,Wearables,Online,8,355.55,0,2844.4
TRX-12736,2025-05-01 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,1395.56,15,9489.81
TRX-14524,2025-05-01 02:42:49.553295,Busan,Smartphones,Authorized Reseller,6,88.58,5,504.91
TRX-11239,2025-05-01 02:42:49.553295,Daegu,Wearables,Retail Store,1,73.67,0,73.67
TRX-11878,2025-05-01 02:42:49.553295,Incheon,Tablets,Authorized Reseller,5,229.51,10,1032.8
TRX-14006,2025-05-01 02:42:49.553295,Seoul,Wearables,Online,4,928.35,0,3713.4
TRX-11246,2025-05-01 02:42:49.553295,Seoul,Tablets,Online,5,1347.51,5,6400.67
TRX-12317,2025-05-01 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,8,1138.37,5,8651.61
TRX-11166,2025-05-01 02:42:49.553295,Seoul,Smartphones,Online,3,1648.02,0,4944.06
TRX-13835,2025-05-01 02:42:49.553295,Daejeon,Smartphones,Online,2,87.74,0,175.48
TRX-13628,2025-05-01 02:42:49.553295,Busan,Smartphones,Authorized Reseller,2,1818.41,0,3636.82
TRX-14995,2025-05-02 02:42:49.553295,Busan,Accessories,Online,1,692.06,0,692.06
TRX-11622,2025-05-02 02:42:49.553295,Seoul,Smartphones,Online,2,962.57,0,1925.14
TRX-10883,2025-05-02 02:42:49.553295,Seoul,Wearables,Online,9,333.07,0,2997.63
TRX-14804,2025-05-02 02:42:49.553295,Busan,Wearables,Retail Store,3,422.95,0,1268.85
TRX-12438,2025-05-02 02:42:49.553295,Daegu,Smartphones,Authorized Reseller,4,1789.71,15,6085.01
TRX-10865,2025-05-02 02:42:49.553295,Seoul,Tablets,Retail Store,4,1565.85,0,6263.4
TRX-13381,2025-05-02 02:42:49.553295,Seoul,Laptops,Online,7,971.16,0,6798.12
TRX-14453,2025-05-02 02:42:49.553295,Busan,Accessories,Authorized Reseller,1,737.19,0,737.19
TRX-13710,2025-05-02 02:42:49.553295,Seoul,Wearables,Online,1,936.65,0,936.65
TRX-14655,2025-05-03 02:42:49.553295,Seoul,Laptops,Online,5,1579.7,5,7503.58
TRX-14271,2025-05-03 02:42:49.553295,Seoul,Accessories,Retail Store,9,413.11,20,2974.39
TRX-10584,2025-05-03 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,2,222.18,0,444.36
TRX-12829,2025-05-03 02:42:49.553295,Busan,Accessories,Online,2,348.84,0,697.68
TRX-13564,2025-05-03 02:42:49.553295,Seoul,Accessories,Online,2,620.54,5,1179.03
TRX-12723,2025-05-03 02:42:49.553295,Incheon,Accessories,Online,5,379.07,0,1895.35
TRX-14301,2025-05-03 02:42:49.553295,Busan,Laptops,Online,7,1374.81,0,9623.67
TRX-12913,2025-05-03 02:42:49.553295,Busan,Laptops,Retail Store,7,1221.87,20,6842.47
TRX-11430,2025-05-03 02:42:49.553295,Busan,Smartphones,Retail Store,6,1783.22,0,10699.32
TRX-13900,2025-05-03 02:42:49.553295,Seoul,Wearables,Authorized Reseller,1,1620.91,5,1539.86
TRX-10402,2025-05-04 02:42:49.553295,Busan,Smartphones,Authorized Reseller,6,1195.02,0,7170.12
TRX-10356,2025-05-04 02:42:49.553295,Incheon,Laptops,Retail Store,5,1877.89,10,8450.51
TRX-11719,2025-05-04 02:42:49.553295,Seoul,Accessories,Retail Store,5,1761.95,5,8369.26
TRX-14457,2025-05-04 02:42:49.553295,Seoul,Laptops,Authorized Reseller,9,484.38,15,3705.51
TRX-10655,2025-05-04 02:42:49.553295,Incheon,Tablets,Retail Store,7,1964.7,0,13752.9
TRX-14979,2025-05-04 02:42:49.553295,Incheon,Tablets,Online,4,392.0,15,1332.8
TRX-14049,2025-05-04 02:42:49.553295,Seoul,Tablets,Online,3,936.26,5,2668.34
TRX-14309,2025-05-04 02:42:49.553295,Busan,Tablets,Retail Store,7,1604.19,10,10106.4
TRX-10644,2025-05-04 02:42:49.553295,Seoul,Tablets,Retail Store,5,1947.26,0,9736.3
TRX-12291,2025-05-04 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,4,1833.73,0,7334.92
TRX-12946,2025-05-04 02:42:49.553295,Busan,Accessories,Authorized Reseller,3,595.88,0,1787.64
TRX-10436,2025-05-04 02:42:49.553295,Daejeon,Laptops,Authorized Reseller,7,777.32,0,5441.24
TRX-10444,2025-05-04 02:42:49.553295,Seoul,Wearables,Retail Store,9,80.15,0,721.35
TRX-11747,2025-05-04 02:42:49.553295,Busan,Accessories,Online,1,96.78,0,96.78
TRX-13968,2025-05-05 02:42:49.553295,Seoul,Smartphones,Online,1,236.8,0,236.8
TRX-11636,2025-05-05 02:42:49.553295,Busan,Smartphones,Retail Store,1,894.46,5,849.74
TRX-11637,2025-05-05 02:42:49.553295,Busan,Laptops,Authorized Reseller,3,1327.43,5,3783.18
TRX-11311,2025-05-05 02:42:49.553295,Seoul,Smartphones,Online,8,275.54,0,2204.32
TRX-14725,2025-05-05 02:42:49.553295,Incheon,Accessories,Online,1,1620.8,0,1620.8
TRX-14353,2025-05-05 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,8,1487.67,5,11306.29
TRX-14275,2025-05-05 02:42:49.553295,Seoul,Wearables,Online,8,656.23,0,5249.84
TRX-12015,2025-05-05 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,8,456.76,0,3654.08
TRX-13432,2025-05-05 02:42:49.553295,Daegu,Smartphones,Online,5,184.38,20,737.52
TRX-14745,2025-05-05 02:42:49.553295,Seoul,Wearables,Authorized Reseller,2,1156.19,15,1965.52
TRX-13012,2025-05-05 02:42:49.553295,Busan,Tablets,Retail Store,8,867.18,0,6937.44
TRX-13855,2025-05-05 02:42:49.553295,Busan,Tablets,Authorized Reseller,4,350.69,5,1332.62
TRX-13665,2025-05-05 02:42:49.553295,Daejeon,Laptops,Authorized Reseller,1,420.94,0,420.94
